iter	RMSE
320	0.0004652656348
321	0.000461453822
322	0.0004595825992
323	0.000456908413
324	0.000455864926
325	0.0004526990477
326	0.000451123213
327	0.0004493441628
328	0.0004483330183
329	0.0004473354956
330	0.0004447255897
331	0.0004414100191
332	0.000439902283
333	0.0004368694957
334	0.0004336544253
335	0.0004295461154
336	0.0004286114494
337	0.0004245602583
338	0.0004221453937
339	0.0004212442933
340	0.0004185195503
341	0.0004146515485
342	0.0004130329403
343	0.0004116312087
344	0.0004092487789
345	0.000407674113
346	0.0004063054441
347	0.0004024323146
348	0.0003987669978
349	0.0003974599529
350	0.0003953136867
351	0.0003916052174
352	0.0003879583451
353	0.0003871667325
354	0.0003836925067
355	0.0003825545099
356	0.0003789770183
357	0.0003778733028
358	0.0003755548565
359	0.0003732919708
360	0.0003699514262
361	0.0003662205583
362	0.0003642654175
363	0.0003611004799
364	0.0003599353634
365	0.0003578222836
366	0.0003546903805
367	0.0003511809465
368	0.0003491716136
369	0.0003473495736
370	0.0003439473516
371	0.0003413034343
372	0.0003394206024
373	0.000336550777
374	0.0003354936061
375	0.0003333324469
376	0.0003312137103
377	0.0003291340177
378	0.0003270926767
379	0.000325089007
380	0.00032312234
381	0.0003211920188
382	0.0003190917632
383	0.0003167981483
384	0.0003140518488
385	0.000312041657
386	0.0003093910827
387	0.0003074419256
388	0.000304972665
389	0.0003025489619
390	0.0003000668891
391	0.0002976325252
392	0.000295320765
393	0.0002930891624
394	0.000290753981
395	0.0002890230401
396	0.0002870431485
397	0.0002843366676
398	0.0002821815862
399	0.0002810509162
400	0.0002789687578
401	0.0002767456276
402	0.0002747352018
403	0.0002731287055
404	0.0002715647991
405	0.0002690835473
406	0.0002672549469
407	0.0002648454202
408	0.0002630645567
409	0.0002615753748
410	0.0002589764346
411	0.0002570239642
412	0.0002547508235
413	0.0002528689118
414	0.0002512497535
415	0.0002489801345
416	0.0002468248383
417	0.0002450365358
418	0.0002434864133
419	0.000241316693
420	0.0002392623328
421	0.0002372544954
422	0.0002355837372
423	0.0002341044857
424	0.0002321704965
425	0.0002314348743
426	0.0002291596764
427	0.0002284447554
428	0.0002273507346
429	0.0002262778951
430	0.0002246860968
431	0.000222843087
432	0.0002213080256
433	0.0002198617301
434	0.0002191788317
435	0.0002173890643
436	0.0002163704597
437	0.000214983361
438	0.0002132446389
439	0.0002125895895
440	0.0002119254752
441	0.0002098517323
442	0.0002089943782
443	0.0002076758217
444	0.000205656106
445	0.0002049987829
446	0.0002030219284
447	0.0002020734773
448	0.0002014370482
449	0.0001995107904
450	0.0001981950082
451	0.0001966888343
452	0.0001961155581
453	0.0001948852589
454	0.0001934261201
455	0.0001915983292
456	0.000190717162
457	0.000189962735
458	0.000188517045
459	0.0001871428168
460	0.0001856485222
461	0.000184075219
462	0.0001824988527
463	0.0001816692193
464	0.000180314358
465	0.000179509193
466	0.0001781962412
467	0.0001770587684
468	0.0001757287889
469	0.0001742228903
470	0.0001734583388
471	0.00017210019
472	0.0001715770793
473	0.0001705328224
474	0.0001690715537
475	0.0001683310808
476	0.0001673281736
477	0.0001661348731
478	0.0001647207168
479	0.0001636885587
480	0.0001623114038
481	0.000161175005
482	0.0001602371434
483	0.0001592704455
484	0.0001579694369
485	0.0001570344577
486	0.0001558274646
487	0.0001548082984
488	0.0001539064809
489	0.0001529989985
490	0.0001521263408
491	0.0001509605823
492	0.0001499703386
493	0.0001488297693
494	0.0001476962656
495	0.0001465960356
496	0.0001457658255
497	0.0001448222237
498	0.0001436170821
499	0.0001429701693
